보행자작동신호기관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,보행자작동신호기관리번호,이력ID,위치정보,공사형태,MNG_AGEN,XGEO
29-0000000462,02-0000136550,90 ,-,-,201719.74739,557792.83614,-,001,001,000,-,001,2000-0000-000,29-000462,907,1,-,-,
29-0000000556,02-0000136755,90 ,-,-,207039.62379,553917.12922,-,002,001,000,-,001,2000-0000-000,29-000556,908,1,-,-,
29-0000000862,02-0000136755,90 ,-,-,207039.62379,553917.12922,대한신호,002,001,000,-,001,2012-0101-012,29-000862,909,1,-,-,
29-0000000556,02-0000136755,90 ,-,-,207039.62379,553917.12922,-,001,001,000,-,001,2000-0000-000,29-000556,910,1,-,-,
29-0000000863,02-0000136755,90 ,-,-,207039.62379,553917.12922,대한신호,002,001,000,-,001,2012-0101-012,29-000863,911,1,-,-,
29-0000000557,02-0000136757,90 ,-,-,207062.173,553910.32527,-,002,001,000,-,001,2000-0000-000,29-000557,912,1,-,-,
29-0000000557,02-0000136757,90 ,-,-,207062.173,553910.32527,-,001,001,000,-,001,2000-0000-000,29-000557,913,1,-,-,
29-0000000864,02-0000136757,90 ,-,-,207062.173,553910.32527,대한신호,002,001,000,-,001,2012-0101-012,29-000864,914,1,-,-,
29-0000000865,02-0000136757,90 ,-,-,207062.173,553910.32527,대한신호,002,001,000,-,001,2012-0101-012,29-000865,915,1,-,-,
29-0000000871,02-0000136757,90 ,-,-,207062.173,553910.32527,대한신호,002,001,000,-,001,2012-0101-012,29-000871,916,1,-,-,
29-0000000800,02-0000153777,90 ,-,-,198258.14849,550577.22746,ㅎ,001,001,000,-,001,2011-0101-027,29-000800,996,1,-,-,
29-0000000548,02-0000154490,90 ,-,-,203696.42413,553731.24349,-,001,002,000,-,001,2000-0000-000,29-000548,998,1,-,-,
29-0000000907,02-0000154837,0  ,-,-,210762.25844,547519.03851,대한신호,001,001,000,-,001,2011-0101-103,29-000907,1001,1,-,-,
29-0000000482,02-0000154992,90 ,-,-,202999.17394,557123.73538,-,001,002,000,4460672    ,001,2000-0000-000,29-000482,1002,1,001,-,
29-0000000481,02-0000154992,90 ,-,-,202999.17394,557123.73538,-,002,001,000,-,001,2000-0000-000,29-000481,1003,1,-,-,
29-0000000481,02-0000154992,90 ,-,-,202999.17394,557123.73538,-,002,001,000,-,001,2000-0000-000,29-000481,1004,1,-,-,
29-0000000483,02-0000154993,90 ,-,-,203009.67394,557128.13539,-,001,002,000,4460671    ,001,2000-0000-000,29-000483,1005,1,001,-,
29-0000001078,02-0000155356,90 ,-,-,197776.27686,551529.3468,.,002,001,000,-,001,2012-0101-046,29-001078,1006,1,-,-,
29-0000000300,02-0000155356,90 ,-,-,197776.27686,551529.3468,-,004,001,000,-,001,2000-0000-000,29-000300,1007,1,-,-,
29-0000000300,02-0000155356,90 ,-,-,197776.27686,551529.3468,-,001,001,000,-,001,2000-0000-000,29-000300,1008,1,-,-,
29-0000000300,02-0000155356,90 ,-,-,197776.27686,551529.3468,-,002,001,000,-,001,2000-0000-000,29-000300,1009,1,-,-,
29-0000000655,02-0000155422,90 ,-,-,206582.60534,552503.27628,-,002,001,000,-,001,2000-0000-000,29-000655,1010,1,-,-,
29-0000000655,02-0000155422,90 ,-,-,206582.60534,552503.27628,-,001,001,000,-,001,2000-0000-000,29-000655,1011,1,-,-,
29-0000000654,02-0000155423,90 ,-,-,206571.35281,552508.42719,-,001,001,000,-,001,2000-0000-000,29-000654,1012,1,-,-,
29-0000000143,02-0000155726,0  ,-,-,206428.88558,544231.67832,-,004,001,000,-,001,2000-0000-000,29-000143,1014,1,-,-,
29-0000000144,02-0000155727,270,20080101,-,206432.77639,544194.86635,-,001,002,000,5134581    ,001,2000-0000-000,29-000144,1016,1,-,-,
29-0000000029,02-0000155728,0  ,-,-,206418.62643,544227.84522,-,002,001,000,-,001,2000-0000-000,29-000029,1017,1,-,-,
29-0000000029,02-0000155728,0  ,-,-,206418.62643,544227.84522,-,001,001,000,-,001,2000-0000-000,29-000029,1018,1,-,-,
29-0000000500,02-0000155803,90 ,-,-,197943.69008,556774.90346,-,001,001,000,-,001,2000-0000-000,29-000500,1019,1,003,-,
29-0000000501,02-0000155804,90 ,-,-,197949.64493,556756.35843,-,001,001,000,-,001,2000-0000-000,29-000501,1020,1,003,-,
29-0000000686,02-0000156020,90 ,-,-,188593.39394,547479.49614,-,001,001,000,1271843    ,001,2000-0000-000,29-000686,1021,1,003,-,
29-0000001020,02-0000156146,45 ,20170520,20180810,184996.35759,552601.51601,대한신호,001,001,000,1301672    ,001,2016-0201-193,29-001020,1023,1,003,-,
29-0000000085,02-0000156153,90 ,-,-,203603.86193,563501.4632,-,001,002,000,4573852    ,001,2000-0000-000,29-000085,1025,1,-,-,
29-0000000085,02-0000156153,0  ,-,-,203600.98263,563505.78226,-,004,001,000,-,001,2000-0000-000,29-000085,1026,1,-,-,
29-0000000081,02-0000156154,0  ,-,-,203627.66893,563522.1971,-,004,001,000,-,001,2000-0000-000,29-000081,1027,1,-,-,
29-0000000030,02-0000069409,90 ,-,-,201367.81532,553155.4315,-,002,001,000,-,001,2000-0000-000,29-000030,420,1,-,-,
29-0000000031,02-0000069411,0  ,-,-,201347.58665,553163.29356,-,004,001,000,-,001,2000-0000-000,29-000031,421,1,-,-,
29-0000000982,02-0000069411,90 ,-,-,201347.58665,553163.29356,대한신호,002,001,001,-,001,2011-1701-006,29-000982,422,1,-,-,
29-0000000031,02-0000069411,90 ,-,-,201347.58665,553163.29356,-,001,001,000,-,001,2000-0000-000,29-000031,423,1,-,-,
29-0000000031,02-0000069411,90 ,-,-,201347.58665,553163.29356,-,002,001,000,-,001,2000-0000-000,29-000031,424,1,-,-,
29-0000000489,02-0000069490,90 ,-,-,200285.46449,552650.27381,-,001,001,000,-,001,2000-0000-000,29-000489,425,1,-,-,
29-0000000661,02-0000069750,90 ,-,-,204955.31176,552587.21478,-,001,001,000,-,001,2000-0000-000,29-000661,426,1,-,-,
29-0000000874,02-0000069750,90 ,-,-,204955.31176,552587.21478,.,002,001,000,-,001,2012-0101-012,29-000874,427,1,-,-,
29-0000000875,02-0000069750,90 ,-,-,204955.31176,552587.21478,대한신호,002,001,000,-,001,2012-0101-012,29-000875,428,1,-,-,
29-0000000661,02-0000069750,-45,-,-,204955.31176,552587.21478,-,002,001,000,-,001,2000-0000-000,29-000661,429,1,-,-,
29-0000000957,02-0000069800,0  ,-,-,205062.88399,552251.67121,대한신호,001,001,000,-,001,2011-0101-084,29-000957,430,1,-,-,
29-0000000954,02-0000070282,0  ,-,-,204997.76145,551953.68749,대한신호,001,002,000,5300641    ,001,2011-0101-084,29-000954,433,1,001,-,
29-0000000955,02-0000070288,0  ,-,-,205019.98012,551954.24614,대한신호,001,002,000,5300642    ,001,2011-0101-084,29-000955,434,1,001,-,
29-0000000720,02-0000070402,90 ,-,-,188879.82309,547621.32486,-,001,001,000,-,001,2000-0000-000,29-000720,437,1,-,-,
29-0000000721,02-0000070405,90 ,-,-,188897.75272,547611.7149,-,001,001,000,-,001,2000-0000-000,29-000721,438,1,-,-,
29-0000000660,02-0000070523,-45,-,-,204945.33963,552607.95843,-,002,001,000,-,001,2000-0000-000,29-000660,439,1,-,-,
29-0000000877,02-0000070523,90 ,-,-,204945.33963,552607.95843,대한신호,002,001,000,-,001,2012-0101-012,29-000877,440,1,-,-,
29-0000000660,02-0000070523,90 ,-,-,204945.33963,552607.95843,-,001,001,000,-,001,2000-0000-000,29-000660,441,1,-,-,
29-0000000876,02-0000070523,90 ,-,-,204945.33963,552607.95843,.,002,001,000,-,001,2012-0101-012,29-000876,442,1,-,-,
29-0000000129,02-0000070813,0  ,-,-,206862.8577,551849.22284,1,002,001,000,-,001,2011-0101-010,29-000129,445,1,-,-,
29-0000000133,02-0000070906,0  ,-,-,207043.09309,552276.83464,1,002,001,000,-,001,2011-0101-010,29-000133,446,1,-,-,
29-0000000134,02-0000070933,0  ,-,-,207020.45281,552274.44525,1,002,001,000,-,001,2011-0101-010,29-000134,447,1,-,-,
29-0000000940,02-0000082559,0  ,-,-,208847.81284,555337.84665,대한신호,001,002,000,5387311    ,001,2011-0101-084,29-000940,529,1,-,-,
29-0000000941,02-0000082577,0  ,-,-,208868.91284,555339.52021,대한신호,001,002,000,5387312    ,001,2011-0101-084,29-000941,530,1,-,-,
29-0000000925,02-0000082725,0  ,-,-,208759.83221,554886.89962,-,001,001,000,-,001,2011-0101-084,29-000925,531,1,-,-,
29-0000000927,02-0000082942,90 ,-,-,207404.40586,553732.11986,0,001,001,000,-,001,2011-0101-084,29-000927,532,1,003,-,
29-0000000634,02-0000082942,90 ,-,-,207404.40586,553732.11986,-,001,001,000,-,001,2000-0000-000,29-000634,533,1,003,-,
29-0000000928,02-0000082945,90 ,-,-,207420.10802,553740.18177,0,001,001,000,-,001,2011-0101-084,29-000928,534,1,003,-,
29-0000000635,02-0000082945,90 ,-,-,207420.10802,553740.18177,-,001,001,000,-,001,2000-0000-000,29-000635,535,1,003,-,
29-0000000505,02-0000083392,90 ,-,-,206241.72426,561441.32864,-,001,002,000,5439131    ,001,2000-0000-000,29-000505,536,1,-,-,
29-0000000480,02-0000083882,90 ,-,-,203038.43297,557057.37114,-,001,001,000,4460761    ,001,2000-0000-000,29-000480,537,1,003,-,
29-0000000508,02-0000084113,90 ,-,-,202523.49165,557524.15546,-,001,001,000,-,001,2000-0000-000,29-000508,538,1,-,-,
29-0000000509,02-0000084122,90 ,-,-,202523.9035,557505.05546,-,001,001,000,-,001,2000-0000-000,29-000509,539,1,-,-,
29-0000000530,02-0000084758,90 ,-,-,207373.62449,563719.99997,-,001,001,000,5553394    ,001,2000-0000-000,29-000530,540,1,003,-,
29-0000000507,02-0000084946,90 ,-,-,206266.48125,561476.84721,-,001,002,000,-,001,2000-0000-000,29-000507,541,1,-,-,
29-0000000420,02-0000085073,90 ,-,-,206336.40948,561753.54067,-,001,001,000,-,001,2000-0000-000,29-000420,542,1,-,-,
29-0000000421,02-0000085075,90 ,-,-,206355.15742,561747.4677,-,001,002,000,5439392    ,001,2000-0000-000,29-000421,543,1,-,-,
29-0000000418,02-0000085085,90 ,-,-,206325.37433,561650.76751,-,001,002,000,-,001,2000-0000-000,29-000418,544,1,-,-,
29-0000001643,02-0000091038,0  ,20141001,20201215,201195.58009,559892.26676,대한신호,001,001,000,4436023    ,001,2020-0101-114,29-001643,1836,-,003,-,
29-0000000540,02-0000085636,90 ,-,-,206597.51554,561244.43033,-,001,002,000,5438892    ,001,2000-0000-000,29-000540,546,1,-,-,
29-0000000060,02-0000085923,90 ,-,-,202449.9005,562343.73367,-,001,002,000,4551511    ,001,2000-0000-000,29-000060,548,1,-,-,
29-0000000060,02-0000085923,0  ,-,-,202447.86041,562347.45347,-,004,001,000,-,001,2000-0000-000,29-000060,549,1,-,-,
29-0000000058,02-0000085928,0  ,-,-,202437.56041,562294.3708,-,004,001,000,-,001,2000-0000-000,29-000058,550,1,-,-,
29-0000000058,02-0000085928,90 ,-,-,202435.51985,562288.73157,-,001,002,000,4551501    ,001,2000-0000-000,29-000058,551,1,-,-,
29-0000000063,02-0000085930,90 ,-,-,202443.67282,562157.74692,-,001,002,000,4550583    ,001,2000-0000-000,29-000063,552,1,001,-,
29-0000000063,02-0000085930,0  ,-,-,202445.953,562162.78578,-,004,001,000,-,001,2000-0000-000,29-000063,553,1,-,-,
29-0000000068,02-0000086032,0  ,-,-,202464.63686,561917.13699,-,004,001,000,-,001,2000-0000-000,29-000068,555,1,-,-,
29-0000000071,02-0000086036,0  ,-,-,202470.04578,561782.27896,-,004,001,000,-,001,2000-0000-000,29-000071,556,1,-,-,
29-0000000071,02-0000086036,90 ,-,-,202470.04578,561782.27896,-,001,001,000,-,001,2000-0000-000,29-000071,557,1,-,-,
29-0000000454,02-0000218802,90 ,20210816,20210816,201609.52198,557452.47346,-,001,002,001,4431845    ,001,2021-0101-063,29-000454,842,1,004,-,
29-0000000453,02-0000124114,90 ,20210816,20210816,201615.31474,557469.93983,-,001,002,001,4431843    ,001,2021-0101-063,29-000453,847,1,002,-,
29-0000000039,02-0000086466,180,-,-,201478.60888,561976.92466,-,004,001,000,-,001,2000-0000-000,29-000039,562,1,-,-,
29-0000000039,02-0000086466,90 ,-,-,201478.60888,561976.92466,-,004,001,000,-,001,2000-0000-000,29-000039,563,1,-,-,
29-0000000040,02-0000086467,180,-,-,201481.36583,561960.71547,-,004,001,000,-,001,2000-0000-000,29-000040,565,1,-,-,
29-0000000079,02-0000116477,90 ,20191115,20191115,203091.312,562316.09436,대한신호,001,002,000,4561812    ,001,2019-0101-052,29-000079,720,1,004,-,
29-0000000038,02-0000086471,180,-,-,201363.63463,561998.43135,-,004,001,000,-,001,2000-0000-000,29-000038,567,1,-,-,
29-0000000080,02-0000086312,90 ,20191115,20191115,203069.2508,562320.58327,대한신호,001,002,000,4561712    ,001,2019-0101-052,29-000080,560,1,004,-,
29-0000000037,02-0000086472,180,-,-,201360.13138,561981.55635,-,004,001,000,-,001,2000-0000-000,29-000037,570,1,-,-,
29-0000000070,02-0000086546,0  ,-,-,202458.99268,561779.87013,-,004,001,000,-,001,2000-0000-000,29-000070,571,1,-,-,
29-0000000041,02-0000086591,180,-,-,201664.12147,561963.35644,-,004,001,000,-,001,2000-0000-000,29-000041,577,1,-,-,
29-0000000471,02-0000088711,90 ,-,-,201766.35375,560172.94721,-,001,001,000,4446181    ,001,2000-0000-000,29-000471,630,1,003,-,
29-0000000472,02-0000088713,90 ,-,-,201777.05815,560160.40468,-,001,001,000,4446281    ,001,2000-0000-000,29-000472,631,1,003,-,
29-0000000036,02-0000088750,0  ,-,-,204509.84832,563485.42568,-,001,001,000,-,001,2000-0000-000,29-000036,632,1,-,-,
29-0000000072,02-0000088983,0  ,-,-,204737.92276,563085.90539,-,002,001,000,-,001,2000-0000-000,29-000072,633,1,-,-,
29-0000000072,02-0000088983,0  ,-,-,204737.92276,563085.90539,-,002,001,000,-,001,2000-0000-000,29-000072,634,1,-,-,
29-0000001095,02-0000089323,0  ,-,-,206988.27557,560953.25328,대한신호,001,001,000,-,001,2012-0101-017,29-001095,635,1,-,-,
29-0000000052,02-0000090299,0  ,-,-,204487.83431,564676.7648,-,004,001,000,-,001,2000-0000-000,29-000052,636,1,-,-,
29-0000000052,02-0000090299,90 ,-,-,204489.63388,564669.44628,-,001,002,000,4595681    ,001,2000-0000-000,29-000052,637,1,-,-,
29-0000000051,02-0000090301,90 ,-,-,204461.81367,564676.53584,-,001,002,000,4595581    ,001,2000-0000-000,29-000051,638,1,-,-,
29-0000000051,02-0000090301,0  ,-,-,204464.57299,564680.49496,-,004,001,000,-,001,2000-0000-000,29-000051,639,1,-,-,
29-0000000439,02-0000090869,90 ,-,-,202407.55903,557981.09219,-,001,002,000,4452442    ,001,2000-0000-000,29-000439,641,1,-,-,
29-0000000679,02-0000056975,90 ,-,-,190525.02499,548762.39788,-,001,001,000,2214602    ,001,2021-0101-088,29-000679,318,1,003,-,
29-0000000181,02-0000093294,90 ,-,-,191777.79154,551104.71096,-,001,001,001,-,001,2000-0000-000,29-000181,658,1,-,-,
29-0000000182,02-0000093559,270,-,-,191802.09274,551106.61637,-,001,001,001,-,001,2000-0000-000,29-000182,659,1,-,-,
29-0000000440,02-0000093609,90 ,-,-,203315.40326,558087.15509,-,001,002,000,4472262    ,001,2000-0000-000,29-000440,660,1,001,-,
29-0000000298,02-0000093716,90 ,-,-,197662.31128,551480.698,-,001,001,000,-,001,2000-0000-000,29-000298,662,1,-,-,
29-0000000298,02-0000093716,90 ,-,-,197662.31128,551480.698,-,002,001,000,-,001,2000-0000-000,29-000298,663,1,-,-,
29-0000000208,02-0000093749,270,-,-,192280.98516,550261.5844,-,001,001,000,-,001,2000-0000-000,29-000208,664,1,-,-,
29-0000000208,02-0000093749,270,-,-,192280.98516,550261.5844,-,002,001,000,-,001,2000-0000-000,29-000208,665,1,-,-,
29-0000000583,02-0000093776,90 ,-,-,208721.45756,556490.72833,-,001,002,001,5389041    ,001,2000-0000-000,29-000583,666,1,001,-,
29-0000000573,02-0000093949,90 ,-,-,203675.62833,551317.32824,-,001,002,000,-,001,2000-0000-000,29-000573,667,1,-,-,
29-0000000752,02-0000094064,90 ,-,-,184887.88314,544270.98388,-,001,002,000,1105402    ,001,2000-0000-000,29-000752,668,1,-,-,
29-0000000266,02-0000094732,90 ,-,-,198513.35127,550181.1188,-,004,001,000,-,001,2000-0000-000,29-000266,669,1,-,-,
29-0000000266,02-0000094732,90 ,-,-,198514.67141,550175.59908,-,001,002,000,-,001,2000-0000-000,29-000266,670,1,-,-,
29-0000000902,02-0000095584,0  ,-,-,211973.92671,548723.95688,대한신호,001,002,000,6243591    ,001,2011-0101-103,29-000902,673,1,-,-,
29-0000000291,02-0000095806,90 ,-,-,198391.05705,550591.64811,-,001,001,001,3277461    ,001,2000-0000-000,29-000291,674,1,003,-,
29-0000000913,02-0000095806,90 ,-,-,198391.05705,550591.64811,대한신호,001,002,001,3277462    ,001,2012-0101-002,29-000913,675,1,-,-,
29-0000000141,02-0000096816,90 ,-,-,193770.13658,539919.4208,대한신호,001,002,000,-,001,2011-0101-014,29-000141,678,1,-,-,
29-0000000362,02-0000097299,90 ,-,-,191439.78508,540493.37017,-,001,002,000,-,001,2000-0000-000,29-000362,681,1,-,-,
29-0000000348,02-0000097751,90 ,-,-,193497.01858,545729.55789,-,001,002,000,2177696    ,001,2000-0000-000,29-000348,685,1,001,-,
29-0000000093,02-0000097922,90 ,-,-,194949.79756,544505.02932,-,004,001,001,-,001,2000-0000-000,29-000093,686,1,-,-,
29-0000000093,02-0000097922,90 ,-,-,194951.8976,544501.01054,-,001,002,001,3105551    ,001,2000-0000-000,29-000093,687,1,-,-,
29-0000000093,02-0000097922,0  ,-,-,194949.79756,544505.02932,-,004,001,000,-,001,2000-0000-000,29-000093,688,1,-,-,
29-0000000093,02-0000097922,0  ,-,-,194949.79756,544505.02932,-,004,001,001,-,001,2000-0000-000,29-000093,689,1,-,-,
29-0000000355,02-0000098050,90 ,-,-,194722.93468,545635.53252,-,001,001,000,-,001,2000-0000-000,29-000355,690,1,-,-,
29-0000000145,02-0000098656,90 ,20011203,-,206732.18862,544339.68143,-,001,001,000,-,001,2000-0000-000,29-000145,691,1,-,-,
29-0000000158,02-0000099580,270,-,-,213328.12075,548256.60394,-,001,001,000,6273301    ,001,2000-0000-000,29-000158,692,1,003,-,
29-0000000551,02-0000099707,90 ,-,-,205944.02174,548096.76555,-,001,002,000,5222573    ,001,2000-0000-000,29-000551,693,1,-,-,
29-0000001062,02-0000099909,90 ,-,-,206973.19764,549579.15807,.,002,001,000,-,001,2012-0101-112,29-001062,694,1,-,-,
29-0000000628,02-0000099909,90 ,-,-,206973.19764,549579.15807,-,002,001,000,-,001,2000-0000-000,29-000628,695,1,-,-,
29-0000000628,02-0000099909,90 ,-,-,206973.19764,549579.15807,-,001,001,000,-,001,2000-0000-000,29-000628,696,1,-,-,
29-0000000566,02-0000100103,90 ,-,-,206651.65675,549973.58599,-,001,002,001,5236947    ,001,2000-0000-000,29-000566,698,1,-,-,
29-0000000162,02-0000100538,270,-,-,212356.26993,548613.28172,-,001,001,000,-,001,2000-0000-000,29-000162,699,1,-,-,
29-0000000621,02-0000101352,90 ,-,-,207208.17241,551299.5666,-,001,001,000,-,001,2000-0000-000,29-000621,700,1,-,-,
29-0000000723,02-0000101502,90 ,-,-,188895.02391,547577.59426,-,001,001,000,-,001,2000-0000-000,29-000723,701,1,-,-,
29-0000000700,02-0000101566,90 ,-,-,183551.5259,552682.29399,-,001,001,001,-,001,2000-0000-000,29-000700,702,1,-,-,
29-0000000962,02-0000101566,90 ,-,-,183551.46591,552682.234,대한신호,001,001,001,-,001,2011-0111-001,29-000962,703,1,-,-,
29-0000000593,02-0000101592,90 ,-,-,204542.64002,552548.15214,-,001,001,000,-,001,2000-0000-000,29-000593,704,1,-,-,
29-0000000599,02-0000101931,90 ,-,-,203048.07632,554092.10764,-,001,002,000,4364761    ,001,2000-0000-000,29-000599,705,1,-,-,
29-0000000518,02-0000101951,90 ,-,-,202351.84407,553475.26992,-,002,001,000,-,001,2000-0000-000,29-000518,706,1,-,-,
29-0000001030,02-0000101951,45 ,-,-,202351.84407,553475.26992,.,002,001,000,-,001,2000-0000-000,29-001030,707,1,-,-,
29-0000001046,02-0000101951,0  ,-,-,202351.84407,553475.26992,.,002,001,000,-,001,2012-0101-071,29-001046,709,1,-,-,
29-0000000643,02-0000102159,90 ,-,-,205992.20356,555473.88491,-,001,001,000,-,001,2000-0000-000,29-000643,710,1,-,-,
29-0000001072,02-0000102159,90 ,-,-,205992.20356,555473.88491,관급,002,001,000,-,001,2012-0101-079,29-001072,711,1,-,-,
29-0000000643,02-0000102159,90 ,-,-,205992.20356,555473.88491,-,002,001,000,-,001,2000-0000-000,29-000643,712,1,-,-,
29-0000000926,02-0000102168,0  ,-,-,205221.70666,555007.57823,대한신호,001,002,000,5316051    ,001,2011-0101-084,29-000926,713,1,001,-,
29-0000000949,02-0000102285,0  ,-,-,203497.74206,554623.4962,대한신호,001,002,000,-,001,2011-0101-084,29-000949,714,1,-,-,
29-0000000945,02-0000102585,0  ,-,-,208533.46491,554423.02195,대한신호,001,002,000,5375732    ,001,2011-0101-084,29-000945,716,1,-,-,
29-0000000586,02-0000102759,90 ,-,-,208545.97092,556459.46634,-,001,001,000,-,001,2000-0000-000,29-000586,717,1,-,-,
29-0000000079,02-0000103098,0  ,-,-,203089.15153,562320.05384,-,004,001,000,-,001,2000-0000-000,29-000079,719,1,-,-,
29-0000000446,02-0000091193,90 ,-,-,201510.2072,559726.90052,-,001,001,000,-,001,2000-0000-000,29-000446,647,1,-,-,
29-0000000043,02-0000087342,0  ,20080201,-,203294.98445,562893.17349,서돌전자통신,001,002,000,-,001,2000-0000-000,29-000043,580,1,-,-,
29-0000000044,02-0000087344,0  ,-,-,203280.86602,562908.5169,-,001,001,000,-,001,2000-0000-000,29-000044,581,1,-,-,
29-0000000086,02-0000087388,90 ,-,-,203757.78044,563509.54165,-,001,002,000,-,001,2000-0000-000,29-000086,584,1,-,-,
29-0000000086,02-0000087388,0  ,-,-,203756.34146,563513.26083,-,004,001,000,-,001,2000-0000-000,29-000086,585,1,-,-,
29-0000000082,02-0000087514,0  ,-,-,203598.00282,563517.77367,-,004,001,000,-,001,2000-0000-000,29-000082,588,1,-,-,
29-0000000082,02-0000087514,90 ,-,-,203597.16371,563515.6142,-,001,002,000,4573853    ,001,2000-0000-000,29-000082,589,1,-,-,
29-0000000087,02-0000087526,0  ,-,-,203764.48496,563525.17069,-,004,001,000,-,001,2000-0000-000,29-000087,590,1,-,-,
29-0000000087,02-0000087526,90 ,-,-,203762.62461,563521.21152,-,001,002,000,-,001,2000-0000-000,29-000087,591,1,-,-,
29-0000000083,02-0000087545,0  ,-,-,203636.86106,563510.83126,-,002,001,000,-,001,2000-0000-000,29-000083,592,1,-,-,
29-0000000083,02-0000087545,0  ,-,-,203636.86106,563510.83126,-,002,001,000,-,001,2000-0000-000,29-000083,593,1,-,-,
29-0000000411,02-0000087647,90 ,-,-,203020.7678,560733.01819,-,001,001,000,-,001,2000-0000-000,29-000411,594,1,-,-,
29-0000000412,02-0000087654,90 ,-,-,203042.64725,560735.11891,-,001,002,000,4467792    ,001,2000-0000-000,29-000412,595,1,-,-,
29-0000000409,02-0000087666,90 ,-,-,203159.74897,560721.46001,-,001,002,000,4467992    ,001,2000-0000-000,29-000409,597,1,-,-,
